timestamp,server,cpu,memory,disk
2025-05-08 03:59:59.854133,server_1,38.4,48.37,26.94
2025-05-08 03:59:59.854133,server_2,33.67,62.8,20.37
2025-05-08 03:59:59.854133,server_3,30.0,61.89,74.87
2025-05-08 03:59:59.854133,server_4,24.23,66.22,44.79
2025-05-08 03:59:59.854133,server_5,26.58,51.95,84.39
2025-05-08 03:44:59.854133,server_1,22.28,40.13,65.21
2025-05-08 03:44:59.854133,server_2,43.06,83.37,83.97
2025-05-08 03:44:59.854133,server_3,67.15,47.94,99.88
2025-05-08 03:44:59.854133,server_4,73.83,20.73,28.32
2025-05-08 03:44:59.854133,server_5,12.01,60.24,20.87
2025-05-08 03:29:59.854133,server_1,65.02,43.08,92.51
2025-05-08 03:29:59.854133,server_2,52.6,61.66,24.94
2025-05-08 03:29:59.854133,server_3,94.56,42.79,98.8
2025-05-08 03:29:59.854133,server_4,31.19,81.24,68.84
2025-05-08 03:29:59.854133,server_5,28.01,57.09,53.4
2025-05-08 03:14:59.854133,server_1,33.69,60.15,23.54
2025-05-08 03:14:59.854133,server_2,7.67,62.9,27.24
2025-05-08 03:14:59.854133,server_3,94.17,77.07,24.6
2025-05-08 03:14:59.854133,server_4,97.4,64.71,20.64
2025-05-08 03:14:59.854133,server_5,47.12,90.57,56.89
2025-05-08 02:59:59.854133,server_1,95.8,31.45,88.96
2025-05-08 02:59:59.854133,server_2,65.49,14.5,65.42
2025-05-08 02:59:59.854133,server_3,56.51,60.99,22.0
2025-05-08 02:59:59.854133,server_4,50.16,75.74,58.1
2025-05-08 02:59:59.854133,server_5,50.0,40.53,54.72
2025-05-08 02:44:59.854133,server_1,33.98,69.75,86.82
2025-05-08 02:44:59.854133,server_2,13.21,25.16,21.02
2025-05-08 02:44:59.854133,server_3,28.88,46.03,87.69
2025-05-08 02:44:59.854133,server_4,36.85,49.84,92.63
2025-05-08 02:44:59.854133,server_5,87.26,95.93,65.82
2025-05-08 02:29:59.854133,server_1,55.0,56.56,34.67
2025-05-08 02:29:59.854133,server_2,48.47,26.98,56.52
2025-05-08 02:29:59.854133,server_3,45.26,91.55,47.58
2025-05-08 02:29:59.854133,server_4,47.16,89.58,77.06
2025-05-08 02:29:59.854133,server_5,39.13,50.05,67.61
2025-05-08 02:14:59.854133,server_1,6.21,24.96,40.16
2025-05-08 02:14:59.854133,server_2,55.6,79.18,44.33
2025-05-08 02:14:59.854133,server_3,47.06,35.9,39.0
2025-05-08 02:14:59.854133,server_4,34.33,68.64,67.67
2025-05-08 02:14:59.854133,server_5,38.41,86.64,71.96
2025-05-08 01:59:59.854133,server_1,25.86,29.15,41.48
2025-05-08 01:59:59.854133,server_2,48.81,24.92,36.8
2025-05-08 01:59:59.854133,server_3,8.25,75.21,94.25
2025-05-08 01:59:59.854133,server_4,98.08,97.52,55.39
2025-05-08 01:59:59.854133,server_5,9.73,31.82,40.11
2025-05-08 01:44:59.854133,server_1,75.39,34.5,58.89
2025-05-08 01:44:59.854133,server_2,99.72,93.89,44.04
2025-05-08 01:44:59.854133,server_3,9.05,24.57,77.96
2025-05-08 01:44:59.854133,server_4,73.4,89.79,95.63
2025-05-08 01:44:59.854133,server_5,25.2,12.54,56.52
2025-05-08 01:29:59.854133,server_1,35.44,54.49,50.46
2025-05-08 01:29:59.854133,server_2,30.43,78.61,33.61
2025-05-08 01:29:59.854133,server_3,84.82,61.94,28.44
2025-05-08 01:29:59.854133,server_4,93.6,61.39,66.51
2025-05-08 01:29:59.854133,server_5,36.06,29.9,75.98
2025-05-08 01:14:59.854133,server_1,90.82,49.31,73.64
2025-05-08 01:14:59.854133,server_2,97.15,94.21,68.07
2025-05-08 01:14:59.854133,server_3,7.56,38.61,81.0
2025-05-08 01:14:59.854133,server_4,58.29,53.77,42.21
2025-05-08 01:14:59.854133,server_5,46.05,85.0,90.44
2025-05-08 00:59:59.854133,server_1,57.71,14.28,78.53
2025-05-08 00:59:59.854133,server_2,8.45,99.74,47.61
2025-05-08 00:59:59.854133,server_3,74.55,88.28,78.72
2025-05-08 00:59:59.854133,server_4,17.37,94.05,28.77
2025-05-08 00:59:59.854133,server_5,14.96,89.43,57.75
2025-05-08 00:44:59.854133,server_1,27.1,71.04,35.32
2025-05-08 00:44:59.854133,server_2,90.89,28.28,67.18
2025-05-08 00:44:59.854133,server_3,22.4,67.55,67.59
2025-05-08 00:44:59.854133,server_4,41.54,82.61,41.49
2025-05-08 00:44:59.854133,server_5,66.04,20.06,21.43
2025-05-08 00:29:59.854133,server_1,68.39,68.96,70.08
2025-05-08 00:29:59.854133,server_2,59.61,85.35,75.95
2025-05-08 00:29:59.854133,server_3,94.71,97.25,60.46
2025-05-08 00:29:59.854133,server_4,76.77,58.87,68.05
2025-05-08 00:29:59.854133,server_5,68.47,37.67,78.79
2025-05-08 00:14:59.854133,server_1,18.11,40.28,48.59
2025-05-08 00:14:59.854133,server_2,36.05,60.37,85.97
2025-05-08 00:14:59.854133,server_3,11.93,83.91,24.24
2025-05-08 00:14:59.854133,server_4,86.54,67.44,62.33
2025-05-08 00:14:59.854133,server_5,76.03,62.45,88.44
2025-05-07 23:59:59.854133,server_1,35.49,51.22,43.27
2025-05-07 23:59:59.854133,server_2,22.63,99.67,32.06
2025-05-07 23:59:59.854133,server_3,76.43,16.18,75.33
2025-05-07 23:59:59.854133,server_4,55.47,94.0,71.41
2025-05-07 23:59:59.854133,server_5,5.84,37.29,32.54
2025-05-07 23:44:59.854133,server_1,78.56,41.72,54.54
2025-05-07 23:44:59.854133,server_2,80.73,48.94,86.74
2025-05-07 23:44:59.854133,server_3,47.93,56.96,53.27
2025-05-07 23:44:59.854133,server_4,46.8,14.6,23.63
2025-05-07 23:44:59.854133,server_5,20.32,71.45,79.59
2025-05-07 23:29:59.854133,server_1,20.19,50.5,30.84
2025-05-07 23:29:59.854133,server_2,49.32,51.49,39.06
2025-05-07 23:29:59.854133,server_3,27.21,77.69,53.41
2025-05-07 23:29:59.854133,server_4,66.18,18.89,42.03
2025-05-07 23:29:59.854133,server_5,22.12,69.38,87.97
2025-05-07 23:14:59.854133,server_1,51.48,80.59,75.49
2025-05-07 23:14:59.854133,server_2,46.09,38.24,53.6
2025-05-07 23:14:59.854133,server_3,38.98,65.11,66.72
2025-05-07 23:14:59.854133,server_4,5.83,58.28,93.0
2025-05-07 23:14:59.854133,server_5,93.1,40.84,26.09
2025-05-07 22:59:59.854133,server_1,41.34,45.18,42.09
2025-05-07 22:59:59.854133,server_2,33.38,86.58,20.39
2025-05-07 22:59:59.854133,server_3,47.96,14.61,70.21
2025-05-07 22:59:59.854133,server_4,6.77,95.6,81.62
2025-05-07 22:59:59.854133,server_5,94.36,84.15,66.67
2025-05-07 22:44:59.854133,server_1,51.67,87.79,20.91
2025-05-07 22:44:59.854133,server_2,75.87,57.13,90.46
2025-05-07 22:44:59.854133,server_3,11.73,76.19,38.14
2025-05-07 22:44:59.854133,server_4,41.88,14.25,55.64
2025-05-07 22:44:59.854133,server_5,78.7,99.26,77.29
2025-05-07 22:29:59.854133,server_1,40.93,29.56,40.16
2025-05-07 22:29:59.854133,server_2,61.1,21.72,79.75
2025-05-07 22:29:59.854133,server_3,47.35,26.72,58.5
2025-05-07 22:29:59.854133,server_4,52.84,19.91,40.44
2025-05-07 22:29:59.854133,server_5,41.64,54.79,52.88
2025-05-07 22:14:59.854133,server_1,66.38,33.2,53.77
2025-05-07 22:14:59.854133,server_2,44.25,21.07,88.63
2025-05-07 22:14:59.854133,server_3,15.22,34.2,65.38
2025-05-07 22:14:59.854133,server_4,66.11,78.1,69.53
2025-05-07 22:14:59.854133,server_5,11.04,26.31,80.63
2025-05-07 21:59:59.854133,server_1,61.18,94.45,67.77
2025-05-07 21:59:59.854133,server_2,65.93,82.98,76.16
2025-05-07 21:59:59.854133,server_3,71.94,47.6,58.5
2025-05-07 21:59:59.854133,server_4,6.67,26.25,49.5
2025-05-07 21:59:59.854133,server_5,80.68,43.61,68.54
2025-05-07 21:44:59.854133,server_1,46.61,57.84,50.59
2025-05-07 21:44:59.854133,server_2,48.98,14.83,79.43
2025-05-07 21:44:59.854133,server_3,19.8,54.98,96.19
2025-05-07 21:44:59.854133,server_4,54.31,80.68,84.98
2025-05-07 21:44:59.854133,server_5,93.36,70.45,41.99
2025-05-07 21:29:59.854133,server_1,81.38,73.15,39.47
2025-05-07 21:29:59.854133,server_2,36.38,64.4,88.44
2025-05-07 21:29:59.854133,server_3,79.03,44.71,47.95
2025-05-07 21:29:59.854133,server_4,20.16,41.11,33.39
2025-05-07 21:29:59.854133,server_5,20.56,51.1,91.34
2025-05-07 21:14:59.854133,server_1,40.56,37.41,47.66
2025-05-07 21:14:59.854133,server_2,91.55,99.07,58.46
2025-05-07 21:14:59.854133,server_3,64.85,76.54,28.39
2025-05-07 21:14:59.854133,server_4,89.82,27.19,34.72
2025-05-07 21:14:59.854133,server_5,86.89,77.61,55.74
2025-05-07 20:59:59.854133,server_1,7.84,70.72,76.52
2025-05-07 20:59:59.854133,server_2,57.12,41.17,68.02
2025-05-07 20:59:59.854133,server_3,83.9,65.05,37.81
2025-05-07 20:59:59.854133,server_4,27.99,65.84,33.27
2025-05-07 20:59:59.854133,server_5,92.42,20.31,58.78
2025-05-07 20:44:59.854133,server_1,96.58,71.71,78.9
2025-05-07 20:44:59.854133,server_2,67.76,68.43,56.31
2025-05-07 20:44:59.854133,server_3,12.58,37.86,88.09
2025-05-07 20:44:59.854133,server_4,92.98,53.98,67.45
2025-05-07 20:44:59.854133,server_5,92.65,21.66,89.76
2025-05-07 20:29:59.854133,server_1,82.83,60.83,43.31
2025-05-07 20:29:59.854133,server_2,51.43,11.62,44.49
2025-05-07 20:29:59.854133,server_3,13.65,95.4,28.54
2025-05-07 20:29:59.854133,server_4,44.43,33.77,21.06
2025-05-07 20:29:59.854133,server_5,65.3,14.56,64.85
2025-05-07 20:14:59.854133,server_1,28.93,13.28,55.29
2025-05-07 20:14:59.854133,server_2,53.33,61.72,72.05
2025-05-07 20:14:59.854133,server_3,32.65,11.94,49.22
2025-05-07 20:14:59.854133,server_4,76.4,89.56,36.29
2025-05-07 20:14:59.854133,server_5,45.64,60.88,64.93
2025-05-07 19:59:59.854133,server_1,40.02,81.96,59.99
2025-05-07 19:59:59.854133,server_2,86.99,92.88,63.5
2025-05-07 19:59:59.854133,server_3,26.64,23.99,26.27
2025-05-07 19:59:59.854133,server_4,5.44,82.66,77.8
2025-05-07 19:59:59.854133,server_5,62.53,99.83,88.1
2025-05-07 19:44:59.854133,server_1,31.61,96.52,84.28
2025-05-07 19:44:59.854133,server_2,77.75,96.12,97.65
2025-05-07 19:44:59.854133,server_3,93.86,52.79,34.85
2025-05-07 19:44:59.854133,server_4,28.41,93.93,46.98
2025-05-07 19:44:59.854133,server_5,66.36,28.73,35.6
2025-05-07 19:29:59.854133,server_1,29.31,82.3,59.33
2025-05-07 19:29:59.854133,server_2,24.69,92.59,97.37
2025-05-07 19:29:59.854133,server_3,57.53,42.07,94.43
2025-05-07 19:29:59.854133,server_4,65.5,82.66,67.35
2025-05-07 19:29:59.854133,server_5,33.99,61.28,56.52
2025-05-07 19:14:59.854133,server_1,60.42,48.22,69.3
2025-05-07 19:14:59.854133,server_2,66.31,90.84,75.8
2025-05-07 19:14:59.854133,server_3,41.44,33.1,42.24
2025-05-07 19:14:59.854133,server_4,9.08,60.34,64.07
2025-05-07 19:14:59.854133,server_5,78.35,20.02,34.07
2025-05-07 18:59:59.854133,server_1,41.03,49.5,40.55
2025-05-07 18:59:59.854133,server_2,18.13,88.19,41.75
2025-05-07 18:59:59.854133,server_3,47.86,96.7,49.68
2025-05-07 18:59:59.854133,server_4,67.0,40.51,99.22
2025-05-07 18:59:59.854133,server_5,26.9,16.1,51.07
2025-05-07 18:44:59.854133,server_1,11.34,90.37,59.67
2025-05-07 18:44:59.854133,server_2,43.68,79.72,88.04
2025-05-07 18:44:59.854133,server_3,52.55,29.73,86.53
2025-05-07 18:44:59.854133,server_4,45.66,79.51,30.1
2025-05-07 18:44:59.854133,server_5,20.85,85.2,81.04
2025-05-07 18:29:59.854133,server_1,76.11,62.5,38.59
2025-05-07 18:29:59.854133,server_2,98.68,92.36,53.49
2025-05-07 18:29:59.854133,server_3,12.11,23.99,49.01
2025-05-07 18:29:59.854133,server_4,20.38,45.8,66.83
2025-05-07 18:29:59.854133,server_5,57.75,19.41,20.41
2025-05-07 18:14:59.854133,server_1,50.0,53.88,23.77
2025-05-07 18:14:59.854133,server_2,57.66,26.57,89.32
2025-05-07 18:14:59.854133,server_3,46.3,92.88,66.07
2025-05-07 18:14:59.854133,server_4,14.58,13.83,57.56
2025-05-07 18:14:59.854133,server_5,39.06,70.04,77.41
2025-05-07 17:59:59.854133,server_1,54.43,61.05,90.99
2025-05-07 17:59:59.854133,server_2,72.2,44.65,24.22
2025-05-07 17:59:59.854133,server_3,68.61,26.54,75.87
2025-05-07 17:59:59.854133,server_4,24.01,15.48,99.78
2025-05-07 17:59:59.854133,server_5,86.8,63.83,23.22
2025-05-07 17:44:59.854133,server_1,66.7,95.61,65.24
2025-05-07 17:44:59.854133,server_2,26.32,85.08,55.23
2025-05-07 17:44:59.854133,server_3,91.69,24.27,51.47
2025-05-07 17:44:59.854133,server_4,84.75,55.47,49.14
2025-05-07 17:44:59.854133,server_5,85.37,59.34,75.81
2025-05-07 17:29:59.854133,server_1,57.12,73.0,43.99
2025-05-07 17:29:59.854133,server_2,47.97,37.57,50.14
2025-05-07 17:29:59.854133,server_3,99.88,18.83,53.4
2025-05-07 17:29:59.854133,server_4,78.65,53.67,87.4
2025-05-07 17:29:59.854133,server_5,9.54,77.0,90.51
2025-05-07 17:14:59.854133,server_1,39.92,19.22,73.6
2025-05-07 17:14:59.854133,server_2,31.49,34.19,32.2
2025-05-07 17:14:59.854133,server_3,61.42,24.37,68.04
2025-05-07 17:14:59.854133,server_4,90.36,69.94,89.37
2025-05-07 17:14:59.854133,server_5,63.71,28.29,34.11
2025-05-07 16:59:59.854133,server_1,6.17,11.67,25.02
2025-05-07 16:59:59.854133,server_2,65.16,99.77,82.98
2025-05-07 16:59:59.854133,server_3,82.82,12.72,25.87
2025-05-07 16:59:59.854133,server_4,7.23,56.18,73.5
2025-05-07 16:59:59.854133,server_5,40.06,58.27,56.04
2025-05-07 16:44:59.854133,server_1,95.71,78.92,55.4
2025-05-07 16:44:59.854133,server_2,88.04,16.04,79.42
2025-05-07 16:44:59.854133,server_3,98.96,50.87,26.42
2025-05-07 16:44:59.854133,server_4,63.08,34.89,75.77
2025-05-07 16:44:59.854133,server_5,8.13,13.01,58.71
2025-05-07 16:29:59.854133,server_1,17.53,64.32,95.57
2025-05-07 16:29:59.854133,server_2,89.54,51.04,36.61
2025-05-07 16:29:59.854133,server_3,55.61,63.5,70.58
2025-05-07 16:29:59.854133,server_4,41.26,26.82,28.69
2025-05-07 16:29:59.854133,server_5,49.51,68.8,78.72
2025-05-07 16:14:59.854133,server_1,34.93,95.55,74.92
2025-05-07 16:14:59.854133,server_2,39.08,37.44,78.34
2025-05-07 16:14:59.854133,server_3,33.24,59.59,88.18
2025-05-07 16:14:59.854133,server_4,27.58,37.24,25.99
2025-05-07 16:14:59.854133,server_5,93.13,84.18,34.99
2025-05-07 15:59:59.854133,server_1,6.58,79.55,79.06
2025-05-07 15:59:59.854133,server_2,30.98,43.05,72.97
2025-05-07 15:59:59.854133,server_3,19.81,63.19,47.57
2025-05-07 15:59:59.854133,server_4,10.85,15.1,35.21
2025-05-07 15:59:59.854133,server_5,44.56,86.53,57.57
2025-05-07 15:44:59.854133,server_1,90.55,38.78,70.94
2025-05-07 15:44:59.854133,server_2,45.49,80.25,32.27
2025-05-07 15:44:59.854133,server_3,73.76,54.54,53.39
2025-05-07 15:44:59.854133,server_4,37.9,35.0,89.55
2025-05-07 15:44:59.854133,server_5,91.89,64.41,43.85
2025-05-07 15:29:59.854133,server_1,83.17,60.78,26.92
2025-05-07 15:29:59.854133,server_2,17.7,28.68,47.41
2025-05-07 15:29:59.854133,server_3,9.03,85.11,86.07
2025-05-07 15:29:59.854133,server_4,28.07,34.33,41.17
2025-05-07 15:29:59.854133,server_5,45.75,91.19,49.63
2025-05-07 15:14:59.854133,server_1,87.41,39.11,75.37
2025-05-07 15:14:59.854133,server_2,12.21,27.69,53.46
2025-05-07 15:14:59.854133,server_3,72.21,45.43,92.06
2025-05-07 15:14:59.854133,server_4,13.55,34.29,62.89
2025-05-07 15:14:59.854133,server_5,35.64,52.11,20.73
2025-05-07 14:59:59.854133,server_1,46.39,32.23,97.65
2025-05-07 14:59:59.854133,server_2,38.03,46.82,35.01
2025-05-07 14:59:59.854133,server_3,50.61,94.94,26.71
2025-05-07 14:59:59.854133,server_4,99.56,64.59,84.56
2025-05-07 14:59:59.854133,server_5,53.03,84.37,56.29
2025-05-07 14:44:59.854133,server_1,5.06,41.79,63.14
2025-05-07 14:44:59.854133,server_2,35.31,78.44,63.37
2025-05-07 14:44:59.854133,server_3,95.81,30.87,80.87
2025-05-07 14:44:59.854133,server_4,42.07,17.94,85.52
2025-05-07 14:44:59.854133,server_5,22.61,34.2,50.24
2025-05-07 14:29:59.854133,server_1,13.0,47.82,96.19
2025-05-07 14:29:59.854133,server_2,45.35,35.86,99.42
2025-05-07 14:29:59.854133,server_3,90.13,63.45,23.03
2025-05-07 14:29:59.854133,server_4,31.14,19.21,25.43
2025-05-07 14:29:59.854133,server_5,39.03,56.24,33.03
2025-05-07 14:14:59.854133,server_1,36.61,10.51,79.68
2025-05-07 14:14:59.854133,server_2,77.22,63.47,42.8
2025-05-07 14:14:59.854133,server_3,75.31,90.54,21.03
2025-05-07 14:14:59.854133,server_4,24.39,39.74,27.22
2025-05-07 14:14:59.854133,server_5,58.43,10.1,32.61
2025-05-07 13:59:59.854133,server_1,48.31,67.56,83.15
2025-05-07 13:59:59.854133,server_2,73.4,70.76,45.43
2025-05-07 13:59:59.854133,server_3,85.78,70.89,34.26
2025-05-07 13:59:59.854133,server_4,45.96,48.15,22.36
2025-05-07 13:59:59.854133,server_5,48.87,55.54,96.68
2025-05-07 13:44:59.854133,server_1,20.02,96.78,47.84
2025-05-07 13:44:59.854133,server_2,93.13,88.36,28.13
2025-05-07 13:44:59.854133,server_3,52.29,75.94,67.22
2025-05-07 13:44:59.854133,server_4,6.56,39.96,94.13
2025-05-07 13:44:59.854133,server_5,35.75,31.55,42.15
2025-05-07 13:29:59.854133,server_1,79.48,53.03,45.91
2025-05-07 13:29:59.854133,server_2,34.29,75.02,92.61
2025-05-07 13:29:59.854133,server_3,83.12,78.9,94.35
2025-05-07 13:29:59.854133,server_4,52.37,85.05,56.73
2025-05-07 13:29:59.854133,server_5,79.55,33.4,74.62
2025-05-07 13:14:59.854133,server_1,34.53,99.38,55.54
2025-05-07 13:14:59.854133,server_2,37.6,18.65,63.38
2025-05-07 13:14:59.854133,server_3,52.1,38.27,73.74
2025-05-07 13:14:59.854133,server_4,22.0,88.19,40.62
2025-05-07 13:14:59.854133,server_5,21.92,67.95,33.87
2025-05-07 12:59:59.854133,server_1,21.34,63.19,41.15
2025-05-07 12:59:59.854133,server_2,26.15,20.41,71.14
2025-05-07 12:59:59.854133,server_3,21.3,45.68,89.46
2025-05-07 12:59:59.854133,server_4,85.96,94.72,89.57
2025-05-07 12:59:59.854133,server_5,37.06,31.44,85.49
2025-05-07 12:44:59.854133,server_1,14.96,32.14,34.65
2025-05-07 12:44:59.854133,server_2,57.67,63.12,86.46
2025-05-07 12:44:59.854133,server_3,55.61,95.79,56.81
2025-05-07 12:44:59.854133,server_4,84.64,69.64,92.07
2025-05-07 12:44:59.854133,server_5,61.58,68.94,31.38
2025-05-07 12:29:59.854133,server_1,78.93,41.32,55.63
2025-05-07 12:29:59.854133,server_2,91.06,84.5,26.09
2025-05-07 12:29:59.854133,server_3,19.6,97.38,31.68
2025-05-07 12:29:59.854133,server_4,66.39,94.81,87.45
2025-05-07 12:29:59.854133,server_5,98.28,29.74,65.32
2025-05-07 12:14:59.854133,server_1,47.09,11.22,79.54
2025-05-07 12:14:59.854133,server_2,52.58,57.5,42.83
2025-05-07 12:14:59.854133,server_3,81.02,68.44,97.66
2025-05-07 12:14:59.854133,server_4,53.75,10.94,38.34
2025-05-07 12:14:59.854133,server_5,14.97,50.19,77.33
2025-05-07 11:59:59.854133,server_1,85.42,36.95,66.22
2025-05-07 11:59:59.854133,server_2,18.21,95.56,62.66
2025-05-07 11:59:59.854133,server_3,13.1,30.84,34.6
2025-05-07 11:59:59.854133,server_4,56.66,56.79,58.16
2025-05-07 11:59:59.854133,server_5,8.95,67.47,93.81
2025-05-07 11:44:59.854133,server_1,35.96,74.21,70.26
2025-05-07 11:44:59.854133,server_2,75.91,25.68,78.14
2025-05-07 11:44:59.854133,server_3,14.29,17.89,99.17
2025-05-07 11:44:59.854133,server_4,8.06,84.18,58.24
2025-05-07 11:44:59.854133,server_5,69.4,17.79,75.74
2025-05-07 11:29:59.854133,server_1,7.84,52.37,30.95
2025-05-07 11:29:59.854133,server_2,63.68,51.93,30.21
2025-05-07 11:29:59.854133,server_3,57.02,28.04,22.57
2025-05-07 11:29:59.854133,server_4,17.16,41.98,70.77
2025-05-07 11:29:59.854133,server_5,89.17,92.04,72.46
2025-05-07 11:14:59.854133,server_1,62.68,70.77,76.68
2025-05-07 11:14:59.854133,server_2,19.62,89.59,83.97
2025-05-07 11:14:59.854133,server_3,85.91,84.46,36.05
2025-05-07 11:14:59.854133,server_4,43.01,98.64,70.48
2025-05-07 11:14:59.854133,server_5,80.15,28.68,28.59
2025-05-07 10:59:59.854133,server_1,8.4,41.98,41.28
2025-05-07 10:59:59.854133,server_2,29.76,33.83,73.6
2025-05-07 10:59:59.854133,server_3,13.15,42.68,27.26
2025-05-07 10:59:59.854133,server_4,30.4,12.94,36.8
2025-05-07 10:59:59.854133,server_5,75.59,14.13,46.43
2025-05-07 10:44:59.854133,server_1,10.74,16.35,49.28
2025-05-07 10:44:59.854133,server_2,80.43,48.24,86.97
2025-05-07 10:44:59.854133,server_3,60.61,90.95,30.0
2025-05-07 10:44:59.854133,server_4,83.31,39.95,32.69
2025-05-07 10:44:59.854133,server_5,50.39,22.25,27.69
2025-05-07 10:29:59.854133,server_1,84.75,78.45,93.76
2025-05-07 10:29:59.854133,server_2,82.59,11.26,87.6
2025-05-07 10:29:59.854133,server_3,95.99,74.79,21.33
2025-05-07 10:29:59.854133,server_4,85.89,43.54,27.13
2025-05-07 10:29:59.854133,server_5,25.37,77.39,43.11
2025-05-07 10:14:59.854133,server_1,17.53,83.27,80.59
2025-05-07 10:14:59.854133,server_2,88.11,50.85,49.54
2025-05-07 10:14:59.854133,server_3,31.72,28.57,23.52
2025-05-07 10:14:59.854133,server_4,79.54,41.78,89.59
2025-05-07 10:14:59.854133,server_5,6.2,21.53,48.49
2025-05-07 09:59:59.854133,server_1,62.03,96.57,97.41
2025-05-07 09:59:59.854133,server_2,43.49,79.59,66.71
2025-05-07 09:59:59.854133,server_3,26.62,65.95,56.9
2025-05-07 09:59:59.854133,server_4,32.38,10.49,70.18
2025-05-07 09:59:59.854133,server_5,70.35,95.34,88.49
2025-05-07 09:44:59.854133,server_1,78.05,29.77,50.43
2025-05-07 09:44:59.854133,server_2,35.96,25.3,23.62
2025-05-07 09:44:59.854133,server_3,28.76,93.83,43.46
2025-05-07 09:44:59.854133,server_4,60.83,52.49,61.02
2025-05-07 09:44:59.854133,server_5,74.63,79.76,87.0
2025-05-07 09:29:59.854133,server_1,60.83,52.18,94.76
2025-05-07 09:29:59.854133,server_2,57.55,61.73,52.25
2025-05-07 09:29:59.854133,server_3,7.45,17.65,61.86
2025-05-07 09:29:59.854133,server_4,63.42,45.92,29.99
2025-05-07 09:29:59.854133,server_5,43.56,19.87,89.2
2025-05-07 09:14:59.854133,server_1,83.26,46.81,80.2
2025-05-07 09:14:59.854133,server_2,28.71,77.13,26.2
2025-05-07 09:14:59.854133,server_3,68.52,53.16,35.62
2025-05-07 09:14:59.854133,server_4,10.49,96.33,74.68
2025-05-07 09:14:59.854133,server_5,44.22,43.1,35.94
2025-05-07 08:59:59.854133,server_1,63.29,30.37,80.11
2025-05-07 08:59:59.854133,server_2,74.9,13.37,55.96
2025-05-07 08:59:59.854133,server_3,82.73,62.46,71.28
2025-05-07 08:59:59.854133,server_4,24.38,57.57,22.15
2025-05-07 08:59:59.854133,server_5,93.68,11.95,72.45
2025-05-07 08:44:59.854133,server_1,64.12,34.0,79.59
2025-05-07 08:44:59.854133,server_2,19.93,21.02,42.19
2025-05-07 08:44:59.854133,server_3,22.33,13.59,34.05
2025-05-07 08:44:59.854133,server_4,6.96,47.28,80.78
2025-05-07 08:44:59.854133,server_5,86.32,47.5,84.74
2025-05-07 08:29:59.854133,server_1,41.1,69.8,67.03
2025-05-07 08:29:59.854133,server_2,50.56,76.74,60.99
2025-05-07 08:29:59.854133,server_3,48.51,10.51,95.75
2025-05-07 08:29:59.854133,server_4,72.08,60.35,35.36
2025-05-07 08:29:59.854133,server_5,65.22,52.5,96.74
2025-05-07 08:14:59.854133,server_1,64.57,69.12,44.93
2025-05-07 08:14:59.854133,server_2,45.66,14.41,50.29
2025-05-07 08:14:59.854133,server_3,51.34,43.58,67.92
2025-05-07 08:14:59.854133,server_4,64.93,75.75,38.18
2025-05-07 08:14:59.854133,server_5,88.98,12.62,98.76
2025-05-07 07:59:59.854133,server_1,81.67,53.79,65.94
2025-05-07 07:59:59.854133,server_2,75.1,94.34,55.48
2025-05-07 07:59:59.854133,server_3,19.59,55.96,72.31
2025-05-07 07:59:59.854133,server_4,53.2,50.19,27.95
2025-05-07 07:59:59.854133,server_5,23.23,71.52,57.85
2025-05-07 07:44:59.854133,server_1,25.34,69.13,47.68
2025-05-07 07:44:59.854133,server_2,27.28,79.95,37.05
2025-05-07 07:44:59.854133,server_3,28.44,71.76,85.8
2025-05-07 07:44:59.854133,server_4,88.7,19.24,49.19
2025-05-07 07:44:59.854133,server_5,24.99,99.31,79.57
2025-05-07 07:29:59.854133,server_1,19.23,15.99,46.42
2025-05-07 07:29:59.854133,server_2,12.67,21.19,86.07
2025-05-07 07:29:59.854133,server_3,35.44,35.14,40.44
2025-05-07 07:29:59.854133,server_4,52.28,46.54,22.7
2025-05-07 07:29:59.854133,server_5,71.59,22.21,40.41
2025-05-07 07:14:59.854133,server_1,45.59,67.48,70.06
2025-05-07 07:14:59.854133,server_2,95.75,41.86,48.25
2025-05-07 07:14:59.854133,server_3,30.16,54.42,99.86
2025-05-07 07:14:59.854133,server_4,15.17,69.16,68.18
2025-05-07 07:14:59.854133,server_5,54.93,69.4,79.5
2025-05-07 06:59:59.854133,server_1,99.4,60.52,76.61
2025-05-07 06:59:59.854133,server_2,16.85,71.04,20.22
2025-05-07 06:59:59.854133,server_3,70.78,47.8,44.65
2025-05-07 06:59:59.854133,server_4,69.88,13.75,61.93
2025-05-07 06:59:59.854133,server_5,70.8,89.62,27.4
2025-05-07 06:44:59.854133,server_1,17.2,93.22,47.79
2025-05-07 06:44:59.854133,server_2,64.39,90.98,81.55
2025-05-07 06:44:59.854133,server_3,89.48,48.73,54.6
2025-05-07 06:44:59.854133,server_4,16.27,87.49,44.53
2025-05-07 06:44:59.854133,server_5,28.98,75.88,71.03
2025-05-07 06:29:59.854133,server_1,86.81,73.43,49.33
2025-05-07 06:29:59.854133,server_2,97.86,73.31,64.21
2025-05-07 06:29:59.854133,server_3,81.95,87.43,88.66
2025-05-07 06:29:59.854133,server_4,70.96,76.37,70.17
2025-05-07 06:29:59.854133,server_5,99.97,93.14,60.25
2025-05-07 06:14:59.854133,server_1,78.74,55.33,28.99
